wine_no,taster_name,taster_twitter
54238,Alexander Peartree,
54239,Alexander Peartree,
54240,Paul Gregutt,@paulgwine 
54241,Roger Voss,@vossroger
54242,Michael Schachner,@wineschach
54243,Mike DeSimone,@worldwineguys
54244,Alexander Peartree,
54245,Roger Voss,@vossroger
54246,Alexander Peartree,
54247,Roger Voss,@vossroger
54248,Roger Voss,@vossroger
54249,Michael Schachner,@wineschach
54250,Roger Voss,@vossroger
54251,Roger Voss,@vossroger
54252,Roger Voss,@vossroger
54253,Virginie Boone,@vboone
54254,Roger Voss,@vossroger
54255,Paul Gregutt,@paulgwine 
54256,Roger Voss,@vossroger
54257,Roger Voss,@vossroger
54258,Roger Voss,@vossroger
54259,Roger Voss,@vossroger
54260,Roger Voss,@vossroger
54261,Roger Voss,@vossroger
54262,Roger Voss,@vossroger
54263,,
54264,Roger Voss,@vossroger
54265,Virginie Boone,@vboone
54266,,
54283,,
54267,Paul Gregutt,@paulgwine 
54268,Kerin O’Keefe,@kerinokeefe
54269,Kerin O’Keefe,@kerinokeefe
54270,Roger Voss,@vossroger
54271,Paul Gregutt,@paulgwine 
54272,Roger Voss,@vossroger
54273,Paul Gregutt,@paulgwine 
54274,,
54275,Virginie Boone,@vboone
54276,Paul Gregutt,@paulgwine 
54277,Virginie Boone,@vboone
54278,,
54279,Roger Voss,@vossroger
54280,Kerin O’Keefe,@kerinokeefe
54281,Michael Schachner,@wineschach
54282,,
55308,Roger Voss,@vossroger
54284,Roger Voss,@vossroger
54285,,
54286,Paul Gregutt,@paulgwine 
54287,Michael Schachner,@wineschach
54288,Paul Gregutt,@paulgwine 
54289,Roger Voss,@vossroger
54290,Roger Voss,@vossroger
54291,Michael Schachner,@wineschach
54292,Michael Schachner,@wineschach
54293,Michael Schachner,@wineschach
54294,Michael Schachner,@wineschach
54295,Michael Schachner,@wineschach
54296,Michael Schachner,@wineschach
54297,Virginie Boone,@vboone
54298,Roger Voss,@vossroger
54299,Kerin O’Keefe,@kerinokeefe
54300,Anne Krebiehl MW,@AnneInVino
54301,Anne Krebiehl MW,@AnneInVino
54302,Anne Krebiehl MW,@AnneInVino
54303,Roger Voss,@vossroger
54304,Anne Krebiehl MW,@AnneInVino
54305,Roger Voss,@vossroger
54306,Anne Krebiehl MW,@AnneInVino
54307,Kerin O’Keefe,@kerinokeefe
54308,Anne Krebiehl MW,@AnneInVino
54309,Anne Krebiehl MW,@AnneInVino
54310,Roger Voss,@vossroger
54311,Anne Krebiehl MW,@AnneInVino
54312,Anne Krebiehl MW,@AnneInVino
54313,Anne Krebiehl MW,@AnneInVino
54330,Paul Gregutt,@paulgwine 
54314,Anne Krebiehl MW,@AnneInVino
54315,Anne Krebiehl MW,@AnneInVino
54316,Anne Krebiehl MW,@AnneInVino
54317,Virginie Boone,@vboone
54318,Kerin O’Keefe,@kerinokeefe
54319,Matt Kettmann,@mattkettmann
54320,Kerin O’Keefe,@kerinokeefe
54321,Paul Gregutt,@paulgwine 
54322,Roger Voss,@vossroger
54323,Roger Voss,@vossroger
54324,Roger Voss,@vossroger
54325,Roger Voss,@vossroger
54326,,
54327,,
54328,Roger Voss,@vossroger
54329,Paul Gregutt,@paulgwine 
54331,Anna Lee C. Iijima,
54332,,
54333,Michael Schachner,@wineschach
54334,,
54335,Joe Czerwinski,@JoeCz
54336,Lauren Buzzeo,@laurbuzz
54337,Michael Schachner,@wineschach
54338,Michael Schachner,@wineschach
54339,Lauren Buzzeo,@laurbuzz
54340,Lauren Buzzeo,@laurbuzz
54341,Michael Schachner,@wineschach
54342,,
54343,Lauren Buzzeo,@laurbuzz
54344,Paul Gregutt,@paulgwine 
54345,Joe Czerwinski,@JoeCz
54346,,
54347,Lauren Buzzeo,@laurbuzz
54348,,
54349,Anna Lee C. Iijima,
54350,Virginie Boone,@vboone
54351,Michael Schachner,@wineschach
54352,Virginie Boone,@vboone
54353,Paul Gregutt,@paulgwine 
54354,Paul Gregutt,@paulgwine 
54355,,
54356,,
54357,,
54358,Michael Schachner,@wineschach
54359,,
54360,Paul Gregutt,@paulgwine 
54361,,
54362,,
54363,Roger Voss,@vossroger
54364,Paul Gregutt,@paulgwine 
54400,,
54365,Paul Gregutt,@paulgwine 
54366,Roger Voss,@vossroger
54367,,
54368,Roger Voss,@vossroger
54369,Roger Voss,@vossroger
54370,,
54371,,
54372,,
54373,,
54374,Joe Czerwinski,@JoeCz
54375,,
54376,Michael Schachner,@wineschach
54377,Michael Schachner,@wineschach
54378,,
54379,,
54380,,
54381,Paul Gregutt,@paulgwine 
54382,,
54512,Joe Czerwinski,@JoeCz
54383,,
54384,,
54385,Roger Voss,@vossroger
54386,Roger Voss,@vossroger
54387,Roger Voss,@vossroger
54388,Roger Voss,@vossroger
54389,Roger Voss,@vossroger
54390,Roger Voss,@vossroger
54391,Paul Gregutt,@paulgwine 
54392,Roger Voss,@vossroger
54393,Roger Voss,@vossroger
54394,,
54395,,
54396,,
54397,,
54398,,
54399,,
54401,Roger Voss,@vossroger
54402,,
54403,Roger Voss,@vossroger
54404,,
54405,,
54406,Joe Czerwinski,@JoeCz
54407,Roger Voss,@vossroger
54408,Anna Lee C. Iijima,
54409,Kerin O’Keefe,@kerinokeefe
54410,Kerin O’Keefe,@kerinokeefe
54411,Virginie Boone,@vboone
54412,Michael Schachner,@wineschach
54413,Kerin O’Keefe,@kerinokeefe
54414,Virginie Boone,@vboone
54415,Michael Schachner,@wineschach
54416,Roger Voss,@vossroger
54417,Kerin O’Keefe,@kerinokeefe
54437,Kerin O’Keefe,@kerinokeefe
54418,Joe Czerwinski,@JoeCz
54419,Matt Kettmann,@mattkettmann
54420,Roger Voss,@vossroger
54421,Roger Voss,@vossroger
54422,Roger Voss,@vossroger
54423,Anna Lee C. Iijima,
54424,Michael Schachner,@wineschach
54425,Kerin O’Keefe,@kerinokeefe
54426,Kerin O’Keefe,@kerinokeefe
54427,Virginie Boone,@vboone
54428,Kerin O’Keefe,@kerinokeefe
54429,Matt Kettmann,@mattkettmann
54430,Paul Gregutt,@paulgwine 
54431,Kerin O’Keefe,@kerinokeefe
54432,Roger Voss,@vossroger
54433,Roger Voss,@vossroger
54434,Paul Gregutt,@paulgwine 
54435,Joe Czerwinski,@JoeCz
54436,,
54438,Kerin O’Keefe,@kerinokeefe
54439,,
54440,Michael Schachner,@wineschach
54441,Michael Schachner,@wineschach
54442,Michael Schachner,@wineschach
54443,Paul Gregutt,@paulgwine 
54444,Roger Voss,@vossroger
54445,Roger Voss,@vossroger
54446,Roger Voss,@vossroger
54447,Roger Voss,@vossroger
54448,Roger Voss,@vossroger
54449,Roger Voss,@vossroger
54450,,
54451,,
54452,Michael Schachner,@wineschach
54453,Michael Schachner,@wineschach
54454,Kerin O’Keefe,@kerinokeefe
54455,Michael Schachner,@wineschach
54456,,
54457,Roger Voss,@vossroger
54458,Michael Schachner,@wineschach
54459,Michael Schachner,@wineschach
54460,Michael Schachner,@wineschach
54461,Michael Schachner,@wineschach
54462,Michael Schachner,@wineschach
54463,Roger Voss,@vossroger
54464,,
54465,Roger Voss,@vossroger
54466,Roger Voss,@vossroger
54467,Roger Voss,@vossroger
54468,Michael Schachner,@wineschach
54469,,
54470,,
54471,Roger Voss,@vossroger
54472,Michael Schachner,@wineschach
54473,Michael Schachner,@wineschach
54474,Michael Schachner,@wineschach
54475,,
54476,Susan Kostrzewa,@suskostrzewa
54477,Susan Kostrzewa,@suskostrzewa
54478,Susan Kostrzewa,@suskostrzewa
54479,,
54480,Roger Voss,@vossroger
54481,,
54482,,
54483,Roger Voss,@vossroger
54484,Roger Voss,@vossroger
54485,Roger Voss,@vossroger
54486,,
54487,,
54488,,
54489,,
54490,Michael Schachner,@wineschach
54491,Michael Schachner,@wineschach
54492,,
54493,,
54494,Anna Lee C. Iijima,
54495,Kerin O’Keefe,@kerinokeefe
54496,Anne Krebiehl MW,@AnneInVino
54497,Virginie Boone,@vboone
54498,Michael Schachner,@wineschach
54499,Paul Gregutt,@paulgwine 
54500,Roger Voss,@vossroger
54501,Michael Schachner,@wineschach
54502,Virginie Boone,@vboone
54503,Matt Kettmann,@mattkettmann
54504,Anne Krebiehl MW,@AnneInVino
54505,Virginie Boone,@vboone
54506,Michael Schachner,@wineschach
54507,Kerin O’Keefe,@kerinokeefe
54508,Virginie Boone,@vboone
54509,Kerin O’Keefe,@kerinokeefe
54510,Roger Voss,@vossroger
54511,Roger Voss,@vossroger
54513,Matt Kettmann,@mattkettmann
54514,Virginie Boone,@vboone
54515,Kerin O’Keefe,@kerinokeefe
54516,Matt Kettmann,@mattkettmann
54517,Matt Kettmann,@mattkettmann
54518,Jim Gordon,@gordone_cellars
54519,Virginie Boone,@vboone
54520,Jim Gordon,@gordone_cellars
54521,Kerin O’Keefe,@kerinokeefe
54522,Virginie Boone,@vboone
54523,Jim Gordon,@gordone_cellars
54524,,
54525,,
54526,Joe Czerwinski,@JoeCz
54527,Kerin O’Keefe,@kerinokeefe
54528,Kerin O’Keefe,@kerinokeefe
54529,,
54530,Joe Czerwinski,@JoeCz
54531,Roger Voss,@vossroger
54532,Roger Voss,@vossroger
54533,Roger Voss,@vossroger
54534,Michael Schachner,@wineschach
54535,Kerin O’Keefe,@kerinokeefe
54536,Paul Gregutt,@paulgwine 
54537,Kerin O’Keefe,@kerinokeefe
54538,Joe Czerwinski,@JoeCz
54539,,
54540,,
54541,,
54542,,
54543,,
54544,,
54545,,
54546,Paul Gregutt,@paulgwine 
54547,,
54548,Michael Schachner,@wineschach
54549,Roger Voss,@vossroger
54550,Michael Schachner,@wineschach
54551,,
54552,Virginie Boone,@vboone
54553,Paul Gregutt,@paulgwine 
54554,Paul Gregutt,@paulgwine 
54555,Michael Schachner,@wineschach
54556,Paul Gregutt,@paulgwine 
54557,Roger Voss,@vossroger
54558,,
54559,Roger Voss,@vossroger
54560,Roger Voss,@vossroger
54561,Michael Schachner,@wineschach
54562,Joe Czerwinski,@JoeCz
54563,,
54564,Virginie Boone,@vboone
54565,Virginie Boone,@vboone
54566,,
54567,,
54568,Roger Voss,@vossroger
54569,Roger Voss,@vossroger
54570,Joe Czerwinski,@JoeCz
54571,,
54572,Roger Voss,@vossroger
54573,Roger Voss,@vossroger
54574,Paul Gregutt,@paulgwine 
54575,,
54576,Roger Voss,@vossroger
54577,,
54578,,
54579,,
54580,,
54581,,
54582,,
54583,,
54584,Roger Voss,@vossroger
54585,Roger Voss,@vossroger
54586,Roger Voss,@vossroger
54587,Roger Voss,@vossroger
54588,,
54589,Michael Schachner,@wineschach
54590,Michael Schachner,@wineschach
54591,Michael Schachner,@wineschach
54592,Roger Voss,@vossroger
54593,Susan Kostrzewa,@suskostrzewa
54594,,
54595,,
54596,,
54597,Michael Schachner,@wineschach
54598,,
54599,,
54600,Michael Schachner,@wineschach
54601,,
54602,Joe Czerwinski,@JoeCz
54603,,
54604,,
54605,Michael Schachner,@wineschach
54606,Michael Schachner,@wineschach
54607,Susan Kostrzewa,@suskostrzewa
54608,Paul Gregutt,@paulgwine 
54609,Joe Czerwinski,@JoeCz
54610,,
54611,Michael Schachner,@wineschach
54612,,
54613,Paul Gregutt,@paulgwine 
54614,Paul Gregutt,@paulgwine 
54615,Roger Voss,@vossroger
54616,,
54617,Roger Voss,@vossroger
54618,Michael Schachner,@wineschach
54619,,
54620,,
54621,Roger Voss,@vossroger
54622,,
54623,,
54624,,
54625,,
54626,,
54627,Roger Voss,@vossroger
54628,,
54629,,
54630,,
54631,Joe Czerwinski,@JoeCz
54632,,
54633,,
54634,,
54635,,
54636,Joe Czerwinski,@JoeCz
54637,,
54638,,
54639,Roger Voss,@vossroger
54640,Michael Schachner,@wineschach
54641,Joe Czerwinski,@JoeCz
54642,,
54643,,
54644,,
54645,Joe Czerwinski,@JoeCz
54646,Michael Schachner,@wineschach
54647,Michael Schachner,@wineschach
54648,,
54649,,
54650,,
54651,Michael Schachner,@wineschach
54652,Roger Voss,@vossroger
54653,,
54654,Roger Voss,@vossroger
54655,,
54656,,
54657,Roger Voss,@vossroger
54658,,
54659,Roger Voss,@vossroger
54660,,
54661,,
54662,Anne Krebiehl MW,@AnneInVino
54663,Virginie Boone,@vboone
54664,Matt Kettmann,@mattkettmann
54665,Sean P. Sullivan,@wawinereport
54666,Sean P. Sullivan,@wawinereport
54667,Lauren Buzzeo,@laurbuzz
54668,Virginie Boone,@vboone
54669,Sean P. Sullivan,@wawinereport
54670,Sean P. Sullivan,@wawinereport
54671,Jim Gordon,@gordone_cellars
54672,Sean P. Sullivan,@wawinereport
54673,Sean P. Sullivan,@wawinereport
54674,Virginie Boone,@vboone
54675,Matt Kettmann,@mattkettmann
54676,Matt Kettmann,@mattkettmann
54712,,
54677,Matt Kettmann,@mattkettmann
54678,Roger Voss,@vossroger
54679,Michael Schachner,@wineschach
54680,Sean P. Sullivan,@wawinereport
54681,Matt Kettmann,@mattkettmann
54682,Matt Kettmann,@mattkettmann
54683,Sean P. Sullivan,@wawinereport
54684,Michael Schachner,@wineschach
54685,Anne Krebiehl MW,@AnneInVino
54686,Anne Krebiehl MW,@AnneInVino
54687,Sean P. Sullivan,@wawinereport
54688,Anne Krebiehl MW,@AnneInVino
54689,Anne Krebiehl MW,@AnneInVino
54690,Roger Voss,@vossroger
54691,Sean P. Sullivan,@wawinereport
54713,,
54692,Michael Schachner,@wineschach
54693,,
54694,,
54695,,
54696,,
54697,,
54698,,
54699,,
54700,,
54701,Michael Schachner,@wineschach
54702,,
54703,,
54704,,
54705,Roger Voss,@vossroger
54706,Roger Voss,@vossroger
54707,,
54708,,
54709,,
54710,Paul Gregutt,@paulgwine 
54711,,
54714,,
54715,,
54716,,
54717,Kerin O’Keefe,@kerinokeefe
54718,Matt Kettmann,@mattkettmann
54719,Matt Kettmann,@mattkettmann
54720,Roger Voss,@vossroger
54721,Roger Voss,@vossroger
54722,Roger Voss,@vossroger
54723,Kerin O’Keefe,@kerinokeefe
54724,Kerin O’Keefe,@kerinokeefe
54725,Kerin O’Keefe,@kerinokeefe
54726,Roger Voss,@vossroger
54727,Paul Gregutt,@paulgwine 
54728,Paul Gregutt,@paulgwine 
54759,Roger Voss,@vossroger
54729,Joe Czerwinski,@JoeCz
54730,Roger Voss,@vossroger
54731,Roger Voss,@vossroger
54732,Roger Voss,@vossroger
54733,Kerin O’Keefe,@kerinokeefe
54734,Sean P. Sullivan,@wawinereport
54735,Roger Voss,@vossroger
54736,Roger Voss,@vossroger
54737,Roger Voss,@vossroger
54738,Joe Czerwinski,@JoeCz
54739,Matt Kettmann,@mattkettmann
54740,Roger Voss,@vossroger
54741,Kerin O’Keefe,@kerinokeefe
54742,Roger Voss,@vossroger
54743,Matt Kettmann,@mattkettmann
54744,Anna Lee C. Iijima,
55397,Kerin O’Keefe,@kerinokeefe
54745,Roger Voss,@vossroger
54746,Roger Voss,@vossroger
54747,,
54748,Michael Schachner,@wineschach
54749,,
54750,Roger Voss,@vossroger
54751,Paul Gregutt,@paulgwine 
54752,,
54753,,
54754,Paul Gregutt,@paulgwine 
54755,,
54756,,
54757,Paul Gregutt,@paulgwine 
54758,Roger Voss,@vossroger
55398,Roger Voss,@vossroger
54760,,
54761,Paul Gregutt,@paulgwine 
54762,,
54763,Paul Gregutt,@paulgwine 
54764,Paul Gregutt,@paulgwine 
54765,Roger Voss,@vossroger
54766,,
54767,,
54768,,
54769,,
54770,Michael Schachner,@wineschach
54771,Roger Voss,@vossroger
54772,Roger Voss,@vossroger
54773,Roger Voss,@vossroger
54774,,
54791,,
54775,Michael Schachner,@wineschach
54776,,
54777,,
54778,Paul Gregutt,@paulgwine 
54779,Michael Schachner,@wineschach
54780,,
54781,Virginie Boone,@vboone
54782,Roger Voss,@vossroger
54783,,
54784,Michael Schachner,@wineschach
54785,Paul Gregutt,@paulgwine 
54786,Paul Gregutt,@paulgwine 
54787,,
54788,Virginie Boone,@vboone
54789,,
54790,Roger Voss,@vossroger
54792,,
54793,,
54794,Virginie Boone,@vboone
54795,,
54796,Roger Voss,@vossroger
54797,,
54798,Roger Voss,@vossroger
54799,,
54800,,
54801,,
54802,,
54803,,
54804,Paul Gregutt,@paulgwine 
54805,,
54806,,
54807,,
54808,Paul Gregutt,@paulgwine 
54809,,
54810,,
54811,Michael Schachner,@wineschach
54812,Lauren Buzzeo,@laurbuzz
54813,,
54814,Roger Voss,@vossroger
54815,Paul Gregutt,@paulgwine 
54816,,
54817,Paul Gregutt,@paulgwine 
54818,Paul Gregutt,@paulgwine 
54819,,
54820,,
54821,,
54822,Michael Schachner,@wineschach
54823,Michael Schachner,@wineschach
54824,Paul Gregutt,@paulgwine 
54825,Michael Schachner,@wineschach
54826,,
54827,Paul Gregutt,@paulgwine 
54828,,
54829,Michael Schachner,@wineschach
54830,,
54831,Susan Kostrzewa,@suskostrzewa
54832,,
54833,,
54834,,
54835,,
54836,Michael Schachner,@wineschach
54837,,
54838,,
54839,,
54840,,
54841,,
54842,Joe Czerwinski,@JoeCz
54843,,
54844,,
54845,Michael Schachner,@wineschach
54876,Joe Czerwinski,@JoeCz
54846,Michael Schachner,@wineschach
54847,Michael Schachner,@wineschach
54848,Michael Schachner,@wineschach
54849,,
54850,,
54851,,
54852,,
54853,,
54854,,
54855,,
54856,Roger Voss,@vossroger
54857,,
54858,,
54859,,
54860,Roger Voss,@vossroger
54861,Joe Czerwinski,@JoeCz
55047,Roger Voss,@vossroger
54862,,
54863,,
54864,,
54865,,
54866,Paul Gregutt,@paulgwine 
54867,Paul Gregutt,@paulgwine 
54868,,
54869,,
54870,,
54871,,
54872,,
54873,Michael Schachner,@wineschach
54874,Michael Schachner,@wineschach
54875,Michael Schachner,@wineschach
54877,Paul Gregutt,@paulgwine 
54878,,
54879,,
54880,Virginie Boone,@vboone
54881,Roger Voss,@vossroger
54882,Sean P. Sullivan,@wawinereport
54883,Anne Krebiehl MW,@AnneInVino
54884,Virginie Boone,@vboone
54885,Sean P. Sullivan,@wawinereport
54886,Michael Schachner,@wineschach
54887,Kerin O’Keefe,@kerinokeefe
54888,Anne Krebiehl MW,@AnneInVino
54889,Kerin O’Keefe,@kerinokeefe
54890,Anna Lee C. Iijima,
54891,Sean P. Sullivan,@wawinereport
54892,Joe Czerwinski,@JoeCz
54893,Kerin O’Keefe,@kerinokeefe
54894,Virginie Boone,@vboone
54895,Jim Gordon,@gordone_cellars
54896,Matt Kettmann,@mattkettmann
54897,Kerin O’Keefe,@kerinokeefe
54898,Kerin O’Keefe,@kerinokeefe
54899,Roger Voss,@vossroger
54900,Roger Voss,@vossroger
54901,Matt Kettmann,@mattkettmann
54902,Joe Czerwinski,@JoeCz
54903,Mike DeSimone,@worldwineguys
54904,Kerin O’Keefe,@kerinokeefe
54905,Kerin O’Keefe,@kerinokeefe
54906,Kerin O’Keefe,@kerinokeefe
54907,Sean P. Sullivan,@wawinereport
54908,Virginie Boone,@vboone
54909,Matt Kettmann,@mattkettmann
54910,Paul Gregutt,@paulgwine 
54911,Jim Gordon,@gordone_cellars
54912,Anna Lee C. Iijima,
54913,Jim Gordon,@gordone_cellars
54914,Jim Gordon,@gordone_cellars
54915,,
54916,,
54917,Paul Gregutt,@paulgwine 
54918,Virginie Boone,@vboone
54919,Jim Gordon,@gordone_cellars
54920,Jim Gordon,@gordone_cellars
54921,Virginie Boone,@vboone
54922,Roger Voss,@vossroger
54923,,
54924,Paul Gregutt,@paulgwine 
54925,Matt Kettmann,@mattkettmann
54926,Virginie Boone,@vboone
54927,Virginie Boone,@vboone
54928,Michael Schachner,@wineschach
54929,Michael Schachner,@wineschach
54930,Roger Voss,@vossroger
54931,Paul Gregutt,@paulgwine 
54932,Michael Schachner,@wineschach
54933,,
54934,Anne Krebiehl MW,@AnneInVino
54935,Matt Kettmann,@mattkettmann
54936,Roger Voss,@vossroger
54937,Paul Gregutt,@paulgwine 
54938,Kerin O’Keefe,@kerinokeefe
54939,,
54940,Roger Voss,@vossroger
54941,Roger Voss,@vossroger
54942,Michael Schachner,@wineschach
54943,Roger Voss,@vossroger
54944,Roger Voss,@vossroger
54945,Paul Gregutt,@paulgwine 
54946,Anna Lee C. Iijima,
54947,Anna Lee C. Iijima,
54948,Joe Czerwinski,@JoeCz
54949,Roger Voss,@vossroger
54950,Roger Voss,@vossroger
54951,Roger Voss,@vossroger
54952,Matt Kettmann,@mattkettmann
54953,Kerin O’Keefe,@kerinokeefe
54954,Paul Gregutt,@paulgwine 
54955,Paul Gregutt,@paulgwine 
54956,Jim Gordon,@gordone_cellars
54957,Virginie Boone,@vboone
54958,Roger Voss,@vossroger
54959,Roger Voss,@vossroger
54960,Michael Schachner,@wineschach
54961,Virginie Boone,@vboone
54962,Matt Kettmann,@mattkettmann
54963,Matt Kettmann,@mattkettmann
54964,Roger Voss,@vossroger
54965,Paul Gregutt,@paulgwine 
54966,Matt Kettmann,@mattkettmann
54967,Kerin O’Keefe,@kerinokeefe
54968,Anna Lee C. Iijima,
54969,Anna Lee C. Iijima,
54970,Roger Voss,@vossroger
54971,Roger Voss,@vossroger
54972,Kerin O’Keefe,@kerinokeefe
54973,,
54974,Roger Voss,@vossroger
54975,Roger Voss,@vossroger
54976,Roger Voss,@vossroger
55437,Michael Schachner,@wineschach
54977,Roger Voss,@vossroger
54978,Roger Voss,@vossroger
54979,Roger Voss,@vossroger
54980,Roger Voss,@vossroger
54981,Roger Voss,@vossroger
54982,Roger Voss,@vossroger
54983,Roger Voss,@vossroger
54984,Roger Voss,@vossroger
54985,,
54986,Roger Voss,@vossroger
54987,Roger Voss,@vossroger
54988,Kerin O’Keefe,@kerinokeefe
54989,Kerin O’Keefe,@kerinokeefe
54990,Roger Voss,@vossroger
54991,Roger Voss,@vossroger
54992,Roger Voss,@vossroger
54993,,
55663,Roger Voss,@vossroger
54994,Roger Voss,@vossroger
54995,Roger Voss,@vossroger
54996,,
54997,Roger Voss,@vossroger
54998,Matt Kettmann,@mattkettmann
54999,Michael Schachner,@wineschach
55000,Anne Krebiehl MW,@AnneInVino
55001,Anne Krebiehl MW,@AnneInVino
55002,Jim Gordon,@gordone_cellars
55003,Anna Lee C. Iijima,
55004,Roger Voss,@vossroger
55005,Jim Gordon,@gordone_cellars
55006,Paul Gregutt,@paulgwine 
55007,Roger Voss,@vossroger
55008,Anne Krebiehl MW,@AnneInVino
55009,Roger Voss,@vossroger
55010,Jim Gordon,@gordone_cellars
55457,Paul Gregutt,@paulgwine 
55011,Kerin O’Keefe,@kerinokeefe
55012,Anne Krebiehl MW,@AnneInVino
55013,Roger Voss,@vossroger
55014,Kerin O’Keefe,@kerinokeefe
55015,Anne Krebiehl MW,@AnneInVino
55016,Sean P. Sullivan,@wawinereport
55017,Matt Kettmann,@mattkettmann
55018,Matt Kettmann,@mattkettmann
55019,Kerin O’Keefe,@kerinokeefe
55020,Kerin O’Keefe,@kerinokeefe
55021,Paul Gregutt,@paulgwine 
55022,Lauren Buzzeo,@laurbuzz
55023,,
55024,Michael Schachner,@wineschach
55025,Kerin O’Keefe,@kerinokeefe
55026,,
55027,Anne Krebiehl MW,@AnneInVino
55028,,
55029,Roger Voss,@vossroger
55030,,
55031,Michael Schachner,@wineschach
55032,Joe Czerwinski,@JoeCz
55033,,
55034,,
55035,Roger Voss,@vossroger
55036,Roger Voss,@vossroger
55037,,
55038,Michael Schachner,@wineschach
55039,Michael Schachner,@wineschach
55040,,
55041,Joe Czerwinski,@JoeCz
55042,Michael Schachner,@wineschach
55043,Michael Schachner,@wineschach
55044,,
55045,Joe Czerwinski,@JoeCz
55046,Joe Czerwinski,@JoeCz
55048,,
55049,Michael Schachner,@wineschach
55050,Michael Schachner,@wineschach
55051,Michael Schachner,@wineschach
55052,Michael Schachner,@wineschach
55053,Michael Schachner,@wineschach
55054,,
55055,Matt Kettmann,@mattkettmann
55056,Matt Kettmann,@mattkettmann
55057,Kerin O’Keefe,@kerinokeefe
55058,Jim Gordon,@gordone_cellars
55059,Michael Schachner,@wineschach
55060,Kerin O’Keefe,@kerinokeefe
55061,Kerin O’Keefe,@kerinokeefe
55062,Matt Kettmann,@mattkettmann
55063,Sean P. Sullivan,@wawinereport
55064,Roger Voss,@vossroger
55065,Michael Schachner,@wineschach
55066,Michael Schachner,@wineschach
55067,Roger Voss,@vossroger
55068,Roger Voss,@vossroger
55069,Roger Voss,@vossroger
55070,Roger Voss,@vossroger
55071,Michael Schachner,@wineschach
55072,Michael Schachner,@wineschach
55073,Roger Voss,@vossroger
55074,Roger Voss,@vossroger
