wine_no,designation,winery
59302,Domaine des Perdrix,Domaines Devillard
59303,Angel,Guardian
59304,Vintage,Quinta da Romaneira
59305,Clos Saint Landelain Vorbourg Grand Cru,René Muré
59306,,Robert Craig
59307,Vintage,Maynard's
59308,Trockenbeerenaulese,Münzenrieder
59309,,Mario Schiopetto
59310,,J Bell Cellars
59311,Piere,Vie di Romans
59312,San Benedetto,Zenato
59313,,San Rustico
59314,,Speri
59315,,Spring Mountain Vineyard
59316,Acinatico,Stefano Accordini
59317,Far Away Vineyard,Trio Vintners
59318,,8 Chains North
59319,,Honig
59320,Campo Leon,Latium di Morini
59322,,Mario Schiopetto
59323,,Arduini
59324,Blanc de Noirs,Breathless
59325,Prestige,Château Saint-Sernin
59326,Canoe Ridge Estate,Chateau Ste. Michelle
59327,Comtes d'Isenbourg Brut,Dopff & Irion
59328,,Forgeron
59329,Winston Hill,Frank Family
59330,,Frazier
59331,,Zonin
59332,La Grola,Allegrini
59333,Amancaya Gran Reserva,Bodegas Caro
59334,,Bovale
59335,Amber Knolls Vineyard,Cinnabar
59336,Réserve Vieilles Vignes,Les Vignerons de Tautavel Vingrau
59337,Perle d'Or Brut,Louis Bouillot
59356,,Château Haut Selve
59338,Sierra Mar Vineyard,Walt
59339,Domaine de Lavernée,Georges Duboeuf
59340,Kremser Pfaffenberg,Winzer Krems
59341,Reserve Tempranillo-,Tejada
59342,Estate,Bravante
59343,,Château Cos Labory
59344,,Château Paloumey
59345,Walther River Block,D.R. Stephens
59346,Servoisine Premier Cru,Domaine de la Ferté
59347,Domaine du Paradis,Georges Duboeuf
59348,The Albatross,Gorman
59349,500 ml,Zenato
59350,,Northstar
59351,,Ojai
59352,Estate,Rubicon Estate
59353,Gottschelle Reserve,Stift Göttweig
59354,,Apex
59355,Noemía,Bodega Noemía de Patagonia
59357,,Château Paveil de Luze
59358,Horse Heaven Vineyard,Chateau Ste. Michelle
59359,500ml,Corte Lenguin
59360,Pomele 500ml,Falesco
59361,Stillwater Creek Vineyard The Wanted Red,Guardian
59362,Les Feusselottes Premier Cru,Henri de Villamont
59363,Mounts Vineyard,James Family Cellars
59364,Carnuntum Cuvée,Netzl
59365,,Patel
59366,Seven Hills Vineyard Estate Vineyards,Pepper Bridge
59367,Pinot Noir,Ponzi
59368,Haidviertel,R&A; Pfaffl
59369,Domaine Mas Thérèse,Ravoire et Fils
59370,,Ronco Blanchis
59371,Reserve,Shaw
59372,Saralee's Vineyard,Siduri
59373,Kapellenweg,Stadlmann
59374,Privat Laietà Rosé Gran Reserva Brut Nature,Alta Alella
59375,,Basilisco
59376,I Frati,Cà dei Frati
59377,Grande Cuvée Hubert de Boüard,Château de Berne
59378,,Château Grand Boise
59379,,Commanderie de la Bargemone
59380,Vittorio,Di Meo
59381,Clos du Château,Domaine Clos Gautier
59382,Premières Grives,Domaine du Tariquet
59383,,Domaine Houchart
59384,D'Agostini Vineyard,Renwood
59385,Reserve,Rosenhof
59386,Wieden,Salomon-Undhof
59387,Curtis Vineyards,Santa Barbara Winery
59388,,Schwarz Wein
59389,Red Hills Ranch Reserve,Shannon Ridge
59390,Austrian Plum,The Dot
59391,Terroir Series Edición Limitada Finca las Piedras,Trapiche
59392,Ronco delle Mele,Venica & Venica
59393,Estate Grown,White Rock Vineyards
59394,Fe Ciega Vineyard,Foxen
59395,Late-Disgorged Brut Carneros Cuvée,Gloria Ferrer
59396,,Guarachi Family
59397,Domaine du Pavillon Clos des Ursulines,Albert Bichot
59398,Ten-Goal,Barrack
59399,Bricco della Bigotta,Braida di Giacomo Bologna
59400,,Brecon Estate
59401,Compagni Portis,Carlisle
59402,Giacone,Cascina Alberta
59403,,Cebada
59404,Sanford & Benedict,Chanin
59405,Vieilles Vignes,Domaines Dominique Piron
59406,Pajorè,Rizzi
59407,Ridgetop Vineyard,Sojourn
59408,Wohler Vineyard,Sojourn
59409,Stir It Up Stagecoach Vineyard,World's End
59410,,Jean-Luc and Paul Aegerter
59411,Bacigalupi Vineyard,Lucie
59412,Marcarini,Nada Giuseppe
59413,Mother of Pearl,Fort Ross
59414,Renardes,Henri de Villamont
59415,Finca La Planeta,Celler Pasanau
59416,Estate,JCR
59417,Les Rugiens Hauts Premier Cru,Jean-Luc and Paul Aegerter
59418,Morpheus,Kaleidos
59419,Morgeot Premier Cru,Louis Latour
59420,Perrières Premier Cru,Louis Latour
59421,Aux Cras Premier Cru,Maison Champy
59422,Ganko,Olivier Rivière
59423,Blanc de Noirs Méthode Traditionnelle Brut,Schramsberg
59424,Mouton Cadet Réserve,Baron Philippe de Rothschild
59425,Reserve,Tyrrell's
59426,Reserva,Viña Albali
59427,Dalraddy Vineyard,Tin Barn
59428,Spada Barrica,Bodegas Fariña
59429,Arderius Crianza,Bodegas Leza García
59430,Chenin Blanc - Sauvignon Blanc,Bradgate
59431,Hopland Ranches,Brutocao
59432,,Château Toumilon
59433,Shadow's Run Unwooded,Fox Creek
59434,,Legón
59435,,Sebeka
59436,,Surfrider
59437,Durell Vineyard,Loring Wine Company
59438,,MAN Vintners
59439,Crianza,Montecillo
59440,Cinq D'Blanc,Hunt Cellars
59441,,Lolonis
59442,Dragon,Xanadu
59443,,Barefoot Cellars
59444,,Château du Bois Chantant
59445,,Château Trocard
59446,,Beaulieu Vineyard
59447,,Broman
59448,Elevé en Fûts de Chêne,Château Fongrave
59449,Josie's Knoll Rotunda,Lovingston
59450,Estate Vineyards Goodchild High 9 Vineyard,Lucas & Lewellen
59451,Monte do Carrapatelo Colheita Seleccionada,Luis Duarte
59452,Aurora,Luna Hart
59453,,Occam's Razor
59454,Mad Crush,ONX
59455,The Experiment Estate Single Vineyard,Penny's Hill
59473,Réserve du Pré carré,Château les Conseillans
59456,Finisterre,Robert Oatley
59457,Bailey's Branciforte Ridge,Santa Cruz Mountain Vineyard
59458,Brut Rosé Excellence,Scharffenberger
59459,Reserve,Vinkara
59460,Annadel Gap Vineyard,Westwood
59461,Estate,Wilridge
59462,Ipso Facto,Workman Ayer
59463,Blend 27,B Cellars
59464,Quinta da Soalheira 20 Years Old Tawny,Borges
59465,,Campo alla Sughera
59466,Karma Reserve,Carol Shelton
59467,Reserva,Caves Aliança
59468,The Rules of Fair Play,Cedarville Vineyard
59469,D de Dassault,Château Dassault
59470,Premier Vin,Château du Pitray
59471,,Château du Vieux Puit
59472,,Château La Grange Clinet
60226,Mosaico,Casa di Terra
59474,Tradition,Château Les Petits Arnaud
59475,Patiemment,Château Ponzac
59476,,Château Roc de Boissac
59477,Contine Périgourdine Parcelle Le Jeanneton,Château Tour des Gendres
59478,Verdigris,Las Positas
59479,,Martinez & Martinez
59480,[+],Santa Julia
59481,,Acacia
59482,La Fleur Lily,Domaine de Grange Neuve
59483,La Fleur Lily Semi-Sweet,Domaine de Grange Neuve
59484,La Galope,Domaine de l'Herré
59485,,Sand Point
59486,Azul Portugal,Wines & Winemakers
59487,Ampakama,Casa Montes
59488,Terra de Touros,Quinta do Casal Monteiro
59489,Animus,Vicente Faria Vinhos
59490,The Classic Four,Spann Vineyards
59491,,Antucura
59492,Senses,Adega Cooperativa de Borba
59493,Campelo Tinto,Caves Campelo
59494,Casal da Seara,Caves Campelo
59495,,EOS
59496,Ji Ji Ji Finca Villa Seca Gen Fuerza Tranquila,Gen Del Alma
59497,Seriously Cool,Waterkloof
59498,505 Esencia,Casarena
59499,Plexus Rosé,Adega Cooperativa do Cartaxo
59500,Two Pear Vineyard,DeLorimier
59501,505,Casarena
59502,Casa Bianchi Brut Traditional Method,Valentin Bianchi
59503,Viña Temprana Old Vines,Bodegas Aragonesas
59504,,Fairvalley
59505,Fog,Mazzocco
59506,Bellissima,Naggiar
59507,Unoaked,Pam's Cuties
59508,,Hunnicutt
59509,Riserva,Fanti
59510,Riserva,Castello Romitorio
59511,Riserva,Cava d'Onice
59512,,Château Malartic-Lagravière
60093,,Bolla
59513,Cinq Cépages,Chateau St. Jean
59514,Maboroshi Vineyard,De Loach
59515,Val di Suga Vigna Spuntali,Tenimenti Angelini
59516,,Altvs
59517,Pavillon Rouge de Château Margaux,Château Margaux
59518,Riserva,Fornacina
59519,,La Poderina
59520,,Le Carré
59521,,Siro Pacenti
59522,,Hunnicutt
59523,Tenuta Nuova,Casanova di Neri
59524,,Château Carbonnieux
59525,,Château Carbonnieux
59526,,Château de Fieuzal
59527,,Cupano
59528,Bien Nacido Vineyard,Bien Nacido
59529,Pavillon Blanc de Château Margaux,Château Margaux
59530,Semi Dry,Paumanok
59531,Specialties Cool Mountain Field Blend,Santa Carolina
59532,,Thirsty Owl Wine Company
59533,Dry,Treleaven
59534,Estate Wilridge Vineyard,Wilridge
59535,Estate Wilridge Vineyard,Wilridge
59536,Crawford Vineyard,Wilridge
59537,Late Harvest,Hogue
59538,Reserve Estate Grown,Ironstone
59539,,Woollaston
59540,,The Crater Rim
59541,,Trinity Hill
59542,Sonnet #63,Madrigal
59543,Château Lestruelle,Maison Bouey
59544,Il Giglio,Masseria del Feudo
59545,ChillHouse,Peachy Canyon
59546,Reserva 1234,Siegel
59547,Winemaker's Signature Selection,South Coast
59548,,Stemmari
59549,Gamlitzberg,Strauss
59550,,Tasca d'Almerita
59551,2nd Degree Medium Sweet,Three Brothers
59552,Reserva,Autoritas
59553,Single Vineyard Kidnappers Vineyard,Craggy Range
59554,,Charles & Charles
59555,,Château Baret
59556,,Château d'Alix
59557,,Château Fleur de Plaisance
59558,Cuvée Hautes Terres,Château Fourcas Dupré
59559,,Château Haut Lagrange
59560,LUX,Luminous Hills
59561,Aux Vignes Clos Rebberg,Marc Kreydenweiss
59562,Los Dos Old Vines,Almira
59563,Purity,Boedecker Cellars
59564,Il Barone,Castello di Amorosa
59565,Vigna di Pianrosso Santa Caterina d'Oro Riserva,Ciacci Piccolomini d'Aragona
60148,Reserve,Bennett Lane
59566,Rava Blackjack Vineyard,Darcie Kent Vineyards
59567,,Domaine Zinck
59568,Dry,Dr. Konstantin Frank
59569,Desert Wind Vineyard,Duck Pond
59570,Crianza,El Circulo
59571,,Folin Cellars
59572,,Trinchero
59573,Mario's Vineyard,Trinchero
59574,,Vega Sindoa
59575,Altitude 2401 Fair Play Farms,Perry Creek
59576,Darby & Joan,R Wines
59577,,SassodiSole
59578,Christian's Vineyard,Six Sigma Ranch
59579,,Spindrift Cellars
59580,,Thistle
59581,Liebler Vineyard,Clos La Chance
59582,,Coeur de Terre
59583,,Collemattoni
59584,,Domaine Eugène Meyer
59585,,Domaine Georg Rafael Vineyards
59586,,Banfi
59587,,Bluestone
59588,Monte Cascas Colheita,Casca Wines
59589,Le Monaco,Clos du Gaimont
59590,Chaminé,Cortes de Cima
59591,Starr Ridge Vineyard,Davis Family
59592,,Domaine Pignier
59593,,El Nido
59594,,Fenestra
59595,Ghielmetti Vineyard,Fenestra
59596,Les Marnes,Fournier Père et Fils
59597,,Garnet
59598,Blanc de Blancs,Gloria Ferrer
59599,Clone 474 Colibri Vineyard,Page Springs
59600,Giles,Henschke
59601,Manor House,Valerie Hill
59602,,Plan B
59603,Reserve,Recanati
59604,,Remy-Pannier
59605,Reserve,Rock View
59606,Bien Nacido Vineyard,Sanctuary
59607,,Sonoma-Cutrer
59608,,Thacher
59609,,The Federalist
59610,Los Chamizal Vineyard,Tin Barn
59611,Reserve,Tower 15
59612,,J. Scott Cellars
59613,La Brume,Michel-Schlumberger
59614,,Morgante
59615,Dry White,My Big Fat Greek Wine
59616,Redwood Ranch,Ousterhout
59617,Propiedad,Palacios Remondo
59618,Reserve Estate,Rideau
59619,Hero,Selvanova
59620,Denizli-Güney Plateau,Sevilen
59621,,Swedish Hill
59622,Regaleali,Tasca d'Almerita
59623,Castello delle Femmine,Terre del Principe
60149,Sotto Voce Reserve,Burmester
59624,Kuntari,Terre di Giurfo
59625,,Thirsty Owl Wine Company
59626,,Three Rivers
59627,Cuvée des Deux Papis,Alex Gambal
59628,,Animale
59629,Bacigalupi Vineyard,Armida
59630,Les Pimentiers,Arnoux & Fils
59631,North Block Six,Atwater
59632,,Atwater
59633,,Bellangelo
59634,White Horse Unfined & Unfiltered,Bloomer Creek
59635,Vetiver Vendimia,Bodegas Ontañón
59636,,Bouchard Père & Fils
59637,Gradiva Collectio,Casa di Grazia
59638,,Ironstone
59639,Les Vaucrains Premier Cru,Jean-Luc and Paul Aegerter
59640,Aramis,Château d'Aydie
59641,,Château des Jacques
59642,Northridge,Maryhill
59643,,Château Coutinel
59644,Aramis,Château d'Aydie
59645,,Château de Chatelard
59646,,Château de Lacarelle
59647,,Columbia Winery
59648,,Dashwood
59649,,Domaine des Nugues
59650,Vieilles Vignes,Domaine Rolet Père et Fils
59651,,Dr. Konstantin Frank
59652,Reserve Unoaked,River Road
59653,Frizzante Rosé,Gebeshuber
59654,Expedition,Canoe Ridge
59655,,Villa S. Anna
59656,Nimbus Single Vineyard,Viña Casablanca
59657,La Réserve d'Amélie,Gérard Charvet
59658,,Jaffelin
59659,,Lamoreaux Landing
59660,,Loacker Corte Pavone
59727,Tannenberg,Manincor
59661,Belleruche,M. Chapoutier
59662,,Maryhill
59663,Proprietor's Reserve,Maryhill
59664,,Maryhill
59665,La Galope,Les Vins de l'Herré
59666,Demi Sec,Paul Cheneau
59667,,Piccini
59668,Dragone Vineyard,Schulz
59669,,TerraNoble
59670,Steintal,Neumeister
59671,Rennina,Pieve Santa Restituta
59672,Kidd Ranch,Sequum
59673,Rhôneish,Sidebar
59674,Sonatera Vineyard,Siduri
59675,Hilltops,Stolpman
59676,Para Mas Amigas,Wood Family Vineyards
59677,Chenoweth Vineyard,Ziata
59678,Estate Grown Cave Fermented,Jarvis
59679,Les Délys,Jean-Pierre Large
59680,Loiserberg Reserve,Jurtschitsch
59681,,Les Belles Collines
59682,Block 10 Quail Hill Vineyard,Lynmar
59683,Alte Setzen Reserve,Markus Huber
59684,Zwirch Reserve,Markus Huber
59685,Estate Grown,Oakville Winery
59686,Estate Cask Reserve,Alta Colina
59687,Pisoni VIneyard,Bernardus
59688,Stein,Bernhard Ott
59689,,Domaine les Fines Graves
59690,Wallywood,Dusted Valley
59691,Tall Tales Stoney Vine Vineyard,Dusted Valley
59692,Hermanschachern,Ebner-Ebenauer
59693,The Lion Estate Grown,Hess Collection
59694,Old Vine,Hunt & Ryde
59695,,Vinum Cellars
59696,Morisoli-Borges Vineyard,Castello di Amorosa
59697,,David Bruce
59698,Le Châtaignier,Domaine de Nalys
59699,,Domaine de Nalys
59700,Alban Vineyard,Failla
59701,Trilogy,Flora Springs
59702,Green's Vineyard,Kilikanoon
59703,Oracle,Kilikanoon
59704,Klipsun Vineyard,Seven Hills
59705,Talley-Rincon Vineyard,Sinor-LaVallee
59706,Blanco,Emilio Rojo
59707,Seven Hills Vineyard,Seven Hills
59708,,Shafer
59709,La Encantada,Tyler
59710,Made With Organic Grapes,Patianna
59711,Bembibre,Dominio de Tares
59712,Métier Red,Doyenne
59713,Signature,Doyenne
59714,LVLL Stone Tree Vineyard,Kontos
59715,Hope's Cuvee,Signorello
59716,,Quinta do Vallado
59717,10 Anos Old Tawny,Quinta dos Murças
59718,,Replica
59719,,Ronco Blanchis
59720,,Rubinna
59721,,Santa Barbara Winery
59722,Amperg,Klaus Lentsch
59723,Cosmas,Kornell
59724,,La Rajade
59725,The Missing Spire,Left Foot Charley
59726,Illivio,Livio Felluga
59728,,Mario Schiopetto
59729,The Tower,Martin Ray
59730,Jesera,Venica & Venica
59731,,Von Schleinitz
59732,Basisrot,Weinreich
59733,La Paulée,Scott Paul
59734,Emery,WillaKenzie Estate
59735,Riserva,Zuani
59736,,Schug
59737,Kw Ranch,Scratch
59738,Estate Dry,Shady Lane
59739,,Sturm
59740,Lot 11,Tangley Oaks
59741,Farrah,Klinker Brick
59742,Kabinett,Schmitt Söhne
59743,Mongris Riserva,Marco Felluga
59744,Cuvée J.M. Rosé Brut,Monmousseau
59745,Kloof Street Old Vine,Mullineux
59746,Farmhouse White,David Hill
59747,Trois Chateaux,Kuentz-Bas
59748,Gaiana,Malgra
59749,,MacPhail
59750,Starr Ridge Vineyard,Gary Farrell
59751,Rive,Il Cascinone
59752,Chamisal Vineyards Califa Selection,Domaine Alfred
59753,Cornella Vineyard,Jasper Hill
59754,,Arrowood
59755,Estate,Truchard
59756,,Barefoot Cellars
59757,,Beni di Batasiolo
59758,Sweet,Pacific Rim
59759,,Pio Cesare
59760,Cuvée Prestige,Château du Donjon
59761,,Hubert Veneau
59762,Roere Riserva,Monchiero
59763,,Peter Weber
59764,Castillo de Molina Reserva,San Pedro
59765,Scarrone,Vietti
59836,,Le Cadeau
59766,Madonna di Como,Pietro Rinaldi
59767,Cuvée Tradition,Domaine de Granajolo
59768,,Franco Serra
59769,Pic Saint-Loup Vieilles Vignes,Château de Lancyre
59770,,Hogue
59771,Ultra,Kaiken
59772,Blanc de Noirs,Korbel
59773,,Vidal-Fleury
59774,Monte Dulce Sangiovese,Chandler Reach
59775,Viking Estate Vineyard Reserve,Adelaida
59776,Winemaker's Selection,Andeluna
59777,,Root:1
59778,Spring Creek Vineyard,Rutherford Grove
59779,Reserve,Hogue
59780,Extra Dry,Korbel
59781,,Michael Florentino Cellars
59782,,Bodega Norton
59783,,Quivira
59784,Winemaker's Selection Single Vineyard,Tamaya
59785,Gran Reserva,TerraNoble
59786,,Kokomo
59787,Blanc de Blancs,Gloria Ferrer
59788,,Adler Fels
59789,Domaine Adélie Les Champs Martin Premier Cru,Albert Bichot
59790,Winemaker's Selection,Andeluna
59791,Rita's Earth,Babcock
59792,Camp Masút,Ceago Vinegarden
59793,Priscilla Vineyard,Churchill Cellars
59794,Gabbro,Montepeloso
59795,,Pillar Rock
59796,Le Stanze,Poliziano
59797,Il Pino di Biserno,Tenuta di Biserno
59798,True Grit,Parducci
59799,Aione,Podere L'Aione
59800,Auction Block,Tandem
59801,Ceppate,Terrabianca
59802,Hommage Mitsuko's Vineyard,Clos Pegase
59803,Pago Garduña,Abadia Retuerta
59804,Lui Selection,Abelis Carthago
59805,Camarcanda,Ca' Marcanda
59806,Lupicaia,Castello del Terriccio
59807,Mormoreto,Castello di Nipozzano
59808,Vendimia Seleccionada,Amador Garcia
59809,La Cruz Vineyard,Testarossa
59810,Castello di Fonterutoli Siepi,Mazzei
59811,Élite,Muruve
59812,Maestro Raro,Fattoria di Felsina
59813,Torrione,Fattoria Petrolo
59814,Marchesale,Fattoria Terre del Marchesato
59815,Prevail Back Forty,Ferrari-Carano
59816,Prevail West Face,Ferrari-Carano
59817,Ardingo,Calbello
59818,Pietradonice,Casanova di Neri
59819,Suisassi,Duemani
59820,Carmione,Pratesi
59821,Tiers Vineyard,TapaNappa
59822,La Regola,La Regola
59823,Oley Dessert Wine,Novy
59824,Sanct Valentin,Cantina Produttori San Michele Appiano
59825,Cuvée,Castle Rock
59826,,Cembra
59827,Brut,Gratien et Meyer
59828,Vinha da Defesa,Herdade do Esporão
59829,,Hyland
59830,,Kenwood
59831,,Kössler
59832,,La Rajade
59833,Col Livius,La Tunella
59834,Ritratti,La Vis
59835,Vigna Maso Tratta,La Vis
59837,Platine Brut,Louis de Grenelle
59838,Attila's Selection,Buena Vista
59839,,Airlie
59840,Eichorn,Manincor
59841,Cornerstone Vineyard,Meadowcroft
59842,,Mignanelli
59843,Lindaflor,Monteviejo
59844,,Nals Margreid
59845,Old Vines,Nisia
59846,Lone Oak Vineyard,Passaggio
59847,Ranch,Plaisance Ranch
59848,Templários Colheita Seleccionada,Quinta do Cavalinho
59849,,Rodney Strong
59850,,Ronco Blanchis
59851,Old Vine,Sarah's Vineyard
59852,,St. Pauls
59853,,Tenuta di Angoris
59854,Estate Grown,Mettler Family Vineyards
59855,Cuvée Prestige Brut,René Muré
59856,Seven Soils,Rex Hill
59857,Bloomsbury Brut,Ridgeview Estate
59858,Family Reserve Selezione Susie Toulouse Vineyard,Sante Arcangeli
59859,Brut,Schramsberg
59860,Riddle Vineyard,Sojourn
59861,Saulheimer Kalkstein Unfiltriert Trocken,Thörle
59862,La Encantada,Weatherborne
59863,Rosé Brut,Camel Valley
59864,Mayerling Brut,Cave de Turckheim
59865,Signature,Chappellet
59866,Viña Real Reserva,CVNE
59867,Chassé,DanCin
59868,Brut,Delamotte
59869,Drum Canyon Vineyard,Dierberg
59870,Brut,Domaine Charles Baur
59871,Tradition Brut,Domaine Fernand Engel
59872,Frankstein Grand Cru,Domaine Mersiol
59873,Seppi Landmann Zinnkoepfle Grand Cru,Domaine Rieflé-Landmann
59874,Vorbourg Grand Cru,Dopff & Irion
59875,Bien Nacido Vineyard,Fess Parker
59876,,Inglenook
59877,Sec,Domaine Vincent Carême
59878,Gorges,Véronique Günther-Chereau
59879,Château de la Gravelle Gorges,Véronique Günther-Chereau
59880,Zena Crown Vineyard,Alexana
59881,,Andis
59882,No. 1,JCB
59883,Estate,LaVelle
59884,A&G; Estate Vineyard,Gypsy Dancer
59901,Trine,Pepper Bridge
59885,Paragon Vineyard,Tangent
59886,Sassabruna,Rocca di Montemassi
59887,,Sineann
59888,Lachini Vineyard,Sineann
59889,The Joshua Barrel Selection,Graham Beck
59890,,Beau Joubert
59891,Alcance,Calina
59892,La Colina Vineyard,Torii Mor
59893,VMR,The Black Chook
59894,,Tin Roof
59895,,Ponzi
59896,La Cuillère Member's Reserve,Torii Mor
59897,Estate,David Hill
59898,Jerusalem Hill Vineyard,Domaine Serene
59899,,Bilton
59900,Bussia,Giacosa Fratelli
59902,Senftenberger Ehrenfels Reserve,Proidl
59903,Birch Creek Vineyard,Reininger
59904,Sirius Eaglepoint Ranch,Sean Thackrey
59905,,Château Le Boscq
59906,Font de la Figuera,Clos Figueras
59907,Riserva,Fattoi
59908,Estate Blend,Sodaro
59909,Weissenkirchner Zwerithaler Smaragd,Tegernseerhof
59910,Golden Reserve,Trivento
59911,Lamm Reserve,Hirsch
59912,Stone Tree,Kerloo
59913,Upland Vineyard,Kerloo
59914,Seeberg Reserve,Loimer
59915,Acquisition,Market Vineyards
59916,Pago Negralada,Abadia Retuerta
59917,,Amavi
59918,Reserve,Ca' Momi
59919,,Château Brown
59920,,Château Canon la Gaffelière
59921,Äußere Bergen,Zull
59922,,Altesino
59923,Cuvée Prestige,Roger Lassarat
59924,Curva Reserva Branco,Sogevinus
59925,Occidental Road Vineyard,Sonoma Coast Vineyards
59926,Private Collection,Spier
59927,Vignes Blanches,Thibert Père et Fils
59928,Premium,Aquilina
59929,Split Rock Vineyard,Bartz-Allen
59930,Special Blend,Bodega del Fin del Mundo
59931,Old Vine,Botanica
59932,,Camberley
59933,The Parson's Nose,Chapel Hill
59934,Domaine des Deux Roches Les Cras,Collovray et Terrier
59935,Vieilles Vignes,Domaine de la Soufrandise
59937,,El Coto
59938,,Finca Agostino
59939,Pomatia Red Wine,Helix by Reininger
59940,Clos Saint-Pierre,Verget
59941,Floreado,Andriano
59942,,Colores del Sol
59943,,Innocent Bystander
59944,,Ferrari-Carano
59945,Reserva,Finca Lalande
59946,Grist Vineyard,Fogline Vineyards
59947,No 22,Fournier Père et Fils
59948,Cuvée Silex,Fournier Père et Fils
59949,Vin Jaune,Frédéric Lornet
59950,,Frog's Leap
59951,Yiron Vineyard,Galil Mountain
59952,Capatosta,Poggio Argentiera
59953,,Poggio Scalette
59954,Riserva,Querciavalle
59955,Branco Reserva,Quinta de Arcossó
